Action: improve | review | Learn | conjugate | listen | compose | errors
Result: new | familiar | known | 0 | 0.5 | 1
sDay: sprintDay ; A/P: active | passive ; warning: starting row = 5 is fixed
ID	ACTION	RESULT	DURATION	SDAY	A/P
2820	review	1	3	103	a
2819	review	1	2	103	a
2818	review	1	2	103	a
2817	review	0	6	103	a
2816	review	1	4	103	a
2815	review	1	2	103	a
2814	review	1	6	103	a
2813	review	1	4	103	a
2812	review	1	2	103	a
2811	review	1	3	103	a
2810	review	1	3	103	a
2809	review	1	3	103	a
2808	review	1	5	103	a
2807	review	1	7	103	a
2806	review	1	3	103	a
2805	review	1	4	103	a
2804	review	1	3	103	a
2649	review	1	5	103	a
2648	review	1	5	103	a
2647	review	1	4	103	a
2646	review	1	2	103	a
2645	review	1	2	103	a
2644	review	1	3	103	a
2643	review	1	3	103	a
2642	review	1	7	103	a
2641	review	1	4	103	a
2640	review	1	6	103	a
2639	review	1	2	103	a
2638	review	1	2	103	a
2637	review	1	3	103	a
2636	review	1	2	103	a
2635	review	1	2	103	a
2634	review	1	2	103	a
2633	review	1	3	103	a
2632	review	1	2	103	a
2631	review	1	2	103	a
2630	review	1	4	103	a
2629	review	1	5	103	a
2628	review	1	3	103	a
2627	review	1	3	103	a
2626	review	1	3	103	a
2625	review	1	4	103	a
2624	review	1	2	103	a
2623	review	1	4	103	a
2622	review	1	4	103	a
2621	review	1	3	103	a
2620	review	1	3	103	a
2619	review	1	2	103	a
2618	review	1	8	103	a
2617	review	1	14	103	a
2616	review	1	6	103	a
2615	review	1	3	103	a
2614	review	1	2	103	a
2613	review	1	2	103	a
2612	review	1	4	103	a
2611	review	1	4	103	a
2610	review	1	4	103	a
2609	review	1	4	103	a
2608	review	1	3	103	a
2607	review	1	2	103	a
2606	review	1	2	103	a
2605	review	1	3	103	a
2604	review	1	3	103	a
2603	review	1	3	103	a
2602	review	1	2	103	a
2601	review	1	4	103	a
2600	review	1	2	103	a
2225	review	1	7	103	a
2224	review	1	5	103	a
2223	review	1	7	103	a
2222	review	1	4	103	a
2221	review	1	5	103	a
2220	review	1	4	103	a
2219	review	1	4	103	a
2218	review	1	2	103	a
2217	review	1	3	103	a
2216	review	1	4	103	a
2215	review	1	6	103	a
2214	review	1	7	103	a
2213	review	1	3	103	a
2212	review	1	26	103	a
2211	review	1	9	103	a
2210	review	1	10	103	a
2209	review	1	4	103	a
2208	review	1	3	103	a
2207	review	1	5	103	a
2206	review	1	5	103	a
2205	review	1	3	103	a
2204	review	0	9	103	a
2203	review	1	2	103	a
2202	review	1	2	103	a
2201	review	1	8	103	a
2200	review	1	4	103	a
2199	review	1	6	103	a
2198	review	1	5	103	a
2197	review	1	4	103	a
2196	review	1	8	103	a
2195	review	1	5	103	a
2194	review	1	7	103	a
2193	review	1	3	103	a
2192	review	1	4	103	a
2191	review	1	7	103	a
2190	review	1	5	103	a
2189	review	1	4	103	a
2188	review	1	10	103	a
2187	review	1	8	103	a
2186	review	1	3	103	a
2185	review	1	3	103	a
2184	review	1	4	103	a
2183	review	1	7	103	a
2182	review	1	6	103	a
2181	review	1	2	103	a
2180	review	1	2	103	a
2179	review	1	2	103	a
2178	review	1	33	103	a
2177	review	1	3	103	a
2176	review	1	3	103	a
2954	learn	n	3	103	a
2955	learn	n	5	103	a
2956	learn	n	25	103	a
2957	learn	n	14	103	a
2958	learn	n	11	103	a
2959	learn	n	4	103	a
2960	learn	n	8	103	a
2961	learn	n	8	103	a
2962	learn	n	5	103	a
2963	learn	n	4	103	a
2964	learn	n	4	103	a
2965	learn	n	7	103	a
2966	learn	n	9	103	a
2967	learn	n	13	103	a
2968	learn	n	6	103	a
2969	learn	n	6	103	a
2970	learn	n	5	103	a
2971	learn	n	7	103	a
2972	learn	n	7	103	a
2973	learn	n	7	103	a
2974	learn	n	4	103	a
2975	learn	n	6	103	a
2976	learn	n	4	103	a
2977	learn	n	5	103	a
2978	learn	n	3	103	a
2979	learn	n	5	103	a
2980	learn	n	6	103	a
2981	learn	n	5	103	a
2982	learn	n	6	103	a
2983	learn	n	4	103	a
2984	learn	n	4	103	a
2985	learn	n	6	103	a
2986	learn	n	5	103	a
2987	learn	n	9	103	a
2988	learn	n	4	103	a
2989	learn	n	4	103	a
2990	learn	n	5	103	a
2991	learn	n	8	103	a
2992	learn	n	4	103	a
2993	learn	n	9	103	a
2994	learn	n	5	103	a
2995	learn	n	9	103	a
2996	learn	n	4	103	a
2997	learn	n	12	103	a
2998	learn	n	9	103	a
2999	learn	n	6	103	a
3000	learn	n	5	103	a
2569	improve	1	63	104	a
2838	improve	0	16	104	a
2817	improve	1	12	104	a
2204	improve	1	10	104	a
3000	review	1	4	104	a
2999	review	0	21	104	a
2998	review	1	37	104	a
2997	review	1	19	104	a
2996	review	1	4	104	a
2995	review	1	15	104	a
2994	review	1	4	104	a
2993	review	0	14	104	a
2992	review	1	5	104	a
2991	review	0	12	104	a
2990	review	1	6	104	a
2989	review	1	4	104	a
2988	review	1	6	104	a
2987	review	1	21	104	a
2986	review	1	7	104	a
2985	review	1	6	104	a
2984	review	1	5	104	a
2983	review	1	3	104	a
2982	review	1	11	104	a
2981	review	1	5	104	a
2980	review	1	8	104	a
2979	review	1	3	104	a
2978	review	1	14	104	a
2977	review	1	12	104	a
2976	review	1	7	104	a
2975	review	1	9	104	a
2974	review	1	6	104	a
2973	review	1	6	104	a
2972	review	1	11	104	a
2971	review	1	12	104	a
2970	review	1	5	104	a
2969	review	1	3	104	a
2968	review	1	5	104	a
2967	review	1	3	104	a
2966	review	1	8	104	a
2965	review	1	5	104	a
2964	review	1	6	104	a
2963	review	1	4	104	a
2962	review	1	5	104	a
2961	review	1	4	104	a
2960	review	1	3	104	a
2959	review	1	2	104	a
2958	review	1	13	104	a
2957	review	1	15	104	a
2956	review	1	10	104	a
2955	review	1	26	104	a
2954	review	1	9	104	a
2901	review	1	13	104	a
2900	review	1	7	104	a
2899	review	1	4	104	a
2898	review	1	8	104	a
2897	review	1	4	104	a
2896	review	1	7	104	a
2895	review	1	11	104	a
2894	review	1	9	104	a
2893	review	1	4	104	a
2892	review	1	3	104	a
2891	review	1	6	104	a
2890	review	1	4	104	a
2889	review	1	4	104	a
2888	review	1	17	104	a
2887	review	1	4	104	a
2886	review	0	14	104	a
2885	review	1	12	104	a
2884	review	1	4	104	a
2883	review	1	5	104	a
2882	review	1	4	104	a
2881	review	1	10	104	a
2880	review	1	4	104	a
2879	review	1	9	104	a
2878	review	1	6	104	a
2877	review	1	3	104	a
2876	review	1	3	104	a
2875	review	1	3	104	a
2874	review	1	9	104	a
2873	review	1	3	104	a
2872	review	1	5	104	a
2871	review	1	7	104	a
2870	review	1	6	104	a
2869	review	1	3	104	a
2868	review	1	4	104	a
2867	review	1	5	104	a
2866	review	1	5	104	a
2865	review	1	11	104	a
2864	review	1	9	104	a
2863	review	1	9	104	a
2862	review	1	6	104	a
2861	review	1	4	104	a
2860	review	1	3	104	a
2859	review	1	4	104	a
2858	review	1	5	104	a
2857	review	1	3	104	a
2856	review	1	6	104	a
2855	review	1	4	104	a
2854	review	1	3	104	a
2853	review	1	14	104	a
2852	review	1	5	104	a
2851	review	1	4	104	a
2700	review	1	5	104	a
2699	review	1	4	104	a
2698	review	1	5	104	a
2697	review	1	4	104	a
2696	review	0	9	104	a
2695	review	1	9	104	a
2694	review	1	6	104	a
2693	review	1	8	104	a
2692	review	1	7	104	a
2691	review	0	27	104	a
2690	review	0	7	104	a
2689	review	1	5	104	a
2688	review	1	10	104	a
2687	review	1	9	104	a
2686	review	0	13	104	a
2685	review	1	28	104	a
2684	review	1	8	104	a
2683	review	1	2	104	a
2682	review	0	16	104	a
2681	review	0	9	104	a
2680	review	1	4	104	a
2679	review	1	5	104	a
2678	review	1	8	104	a
2677	review	1	8	104	a
2676	review	1	4	104	a
2675	review	1	3	104	a
2674	review	1	3	104	a
2673	review	0	7	104	a
2672	review	1	3	104	a
2671	review	1	3	104	a
2670	review	1	6	104	a
2669	review	1	4	104	a
2668	review	1	7	104	a
2667	review	1	10	104	a
2666	review	1	3	104	a
2665	review	1	3	104	a
2664	review	1	9	104	a
2663	review	1	3	104	a
2662	review	1	3	104	a
2661	review	1	4	104	a
2660	review	1	4	104	a
2659	review	1	16	104	a
2658	review	1	11	104	a
2657	review	1	6	104	a
2656	review	1	4	104	a
2655	review	1	3	104	a
2654	review	1	5	104	a
2653	review	1	5	104	a
2652	review	1	4	104	a
2651	review	1	5	104	a
2650	review	1	4	104	a
2250	review	1	2	104	a
2249	review	1	11	104	a
2248	review	1	3	104	a
2247	review	1	4	104	a
2246	review	1	7	104	a
2245	review	1	11	104	a
2244	review	1	9	104	a
2243	review	1	9	104	a
2242	review	1	6	104	a
2241	review	1	6	104	a
2240	review	1	4	104	a
2239	review	1	11	104	a
2238	review	1	10	104	a
2237	review	1	5	104	a
2236	review	1	8	104	a
2235	review	1	10	104	a
2234	review	1	13	104	a
2233	review	1	4	104	a
2232	review	1	7	104	a
2231	review	0	11	104	a
2230	review	0	12	104	a
2229	review	1	5	104	a
2228	review	1	6	104	a
2227	review	1	7	104	a
2226	review	1	9	104	a
3929	compose	1	26	104	a
3993	compose	1	5	104	a
4503	compose	1	11	104	a
4496	compose	1	4	104	a
4440	compose	1	9	104	a
4586	compose	1	16	104	a
3063	compose	1	4	104	a
3995	compose	1	3	104	a
3961	compose	1	3	104	a
4609	compose	1	15	104	a
4642	compose	1	7	104	a
3965	compose	1	21	104	a
3899	compose	1	33	104	a
3925	compose	1	7	104	a
3983	compose	1	6	104	a
4455	compose	1	2	104	a
3874	compose	1	8	104	a
4630	compose	1	7	104	a
3937	compose	1	32	104	a
3994	compose	1	5	104	a
4093	errors	1	5	104	a
4107	errors	0	28	104	a
4059	errors	1	3	104	a
4099	errors	1	34	104	a
4048	errors	0	20	104	a
4091	errors	1	6	104	a
4108	errors	1	10	104	a
4042	errors	1	3	104	a
4032	errors	1	8	104	a
4023	errors	0	15	104	a
2953	review	0	19	105	a
2952	review	1	5	105	a
2951	review	1	6	105	a
2950	review	1	6	105	a
2949	review	1	12	105	a
2948	review	1	5	105	a
2947	review	1	3	105	a
2946	review	1	4	105	a
2945	review	1	7	105	a
2944	review	1	7	105	a
2943	review	1	3	105	a
2942	review	1	5	105	a
2941	review	1	9	105	a
2940	review	1	5	105	a
2939	review	1	4	105	a
2938	review	1	32	105	a
2937	review	1	7	105	a
2936	review	0	13	105	a
2935	review	1	10	105	a
2934	review	1	7	105	a
2933	review	1	9	105	a
2932	review	0	8	105	a
2931	review	1	3	105	a
2930	review	1	3	105	a
2929	review	1	2	105	a
2928	review	1	3	105	a
2927	review	1	5	105	a
2926	review	1	4	105	a
2925	review	1	3	105	a
2924	review	1	2	105	a
2923	review	1	3	105	a
2922	review	1	3	105	a
2921	review	1	4	105	a
2920	review	1	6	105	a
2919	review	1	5	105	a
2918	review	1	4	105	a
2917	review	1	4	105	a
2916	review	1	3	105	a
2915	review	1	3	105	a
2914	review	1	2	105	a
2913	review	1	2	105	a
2912	review	1	4	105	a
2911	review	1	4	105	a
2910	review	1	8	105	a
2909	review	1	10	105	a
2908	review	1	3	105	a
2907	review	1	3	105	a
2906	review	1	3	105	a
2905	review	1	3	105	a
2904	review	1	4	105	a
2903	review	1	3	105	a
2902	review	1	3	105	a
2750	review	1	5	105	a
2749	review	1	3	105	a
2748	review	1	2	105	a
2747	review	1	5	105	a
2746	review	1	7	105	a
2745	review	1	6	105	a
2744	review	1	3	105	a
2743	review	1	5	105	a
2742	review	0	18	105	a
2741	review	1	6	105	a
2740	review	1	4	105	a
2739	review	1	4	105	a
2738	review	0	9	105	a
2737	review	1	8	105	a
2736	review	1	23	105	a
2735	review	1	4	105	a
2734	review	1	3	105	a
2733	review	1	5	105	a
2732	review	1	4	105	a
2731	review	1	8	105	a
2730	review	1	5	105	a
2729	review	1	2	105	a
2728	review	0	7	105	a
2727	review	1	4	105	a
2726	review	1	5	105	a
2725	review	1	2	105	a
2724	review	1	2	105	a
2723	review	1	3	105	a
2722	review	1	13	105	a
2721	review	1	3	105	a
2720	review	1	4	105	a
2719	review	0	10	105	a
2718	review	1	3	105	a
2717	review	1	3	105	a
2716	review	1	3	105	a
2715	review	1	4	105	a
2714	review	1	12	105	a
2713	review	1	2	105	a
2712	review	1	3	105	a
2711	review	1	3	105	a
2710	review	1	8	105	a
2709	review	0	17	105	a
2708	review	1	3	105	a
2707	review	1	3	105	a
2706	review	1	4	105	a
2705	review	1	4	105	a
2704	review	1	10	105	a
2703	review	1	3	105	a
2702	review	1	7	105	a
2701	review	1	5	105	a
134	review	1	2	105	a
128	review	1	5	105	a
29	review	1	5	105	a
4082	errors	1	3	105	a
4050	errors	1	9	105	a
4011	errors	1	5	105	a
4056	errors	1	2	105	a
4093	errors	1	2	105	a
4053	errors	1	4	105	a
4068	errors	1	8	105	a
4019	errors	1	3	105	a
4048	errors	1	2	105	a
4018	errors	1	7	105	a
4020	errors	1	5	105	a
4086	errors	1	3	105	a
4056	errors	1	2	105	a
4057	errors	1	4	105	a
4000	errors	1	2	105	a
4028	errors	1	3	105	a
4113	errors	1	3	105	a
4043	errors	1	3	105	a
4006	errors	1	3	105	a
3999	errors	1	2	105	a
3925	compose	1	11	105	a
4586	compose	1	18	105	a
4479	compose	1	30	105	a
3160	compose	1	5	105	a
3878	compose	1	3	105	a
4530	compose	1	4	105	a
3064	compose	1	2	105	a
3136	compose	1	4	105	a
4460	compose	1	19	105	a
3913	compose	1	8	105	a
2838	improve	1	21	105	a
2999	improve	1	15	105	a
2993	improve	1	8	105	a
2991	improve	1	35	105	a
2886	improve	0	16	105	a
2696	improve	1	7	105	a
2691	improve	1	10	105	a
2690	improve	1	14	105	a
2686	improve	1	6	105	a
2682	improve	1	16	105	a
2681	improve	1	5	105	a
2673	improve	0	18	105	a
2231	improve	1	16	105	a
2230	improve	1	8	105	a
4107	improve	1	11	105	a
4048	improve	1	5	105	a
4023	improve	1	31	105	a
2953	improve	1	12	105	a
2936	improve	1	5	105	a
2932	improve	1	5	105	a
2742	improve	1	14	105	a
2738	improve	1	12	105	a
2728	improve	1	4	105	a
2719	improve	1	79	105	a
2709	improve	1	5	105	a
4632	compose	0	23	105	a
3981	compose	1	50	105	a
3044	compose	1	7	105	a
4506	compose	1	5	105	a
3875	compose	1	9	105	a
4546	compose	1	73	105	a
3113	compose	1	29	105	a
3994	compose	1	10	105	a
3925	compose	1	10	105	a
3033	compose	1	3	105	a
2886	improve	1	48	106	a
2673	improve	1	23	106	a
4632	improve	1	16	106	a
3000	review	1	3	106	a
2999	review	1	12	106	a
2998	review	1	14	106	a
2997	review	1	14	106	a
2996	review	1	5	106	a
2995	review	1	15	106	a
2994	review	1	5	106	a
2993	review	1	5	106	a
2992	review	1	4	106	a
2991	review	1	8	106	a
2990	review	1	4	106	a
2989	review	1	3	106	a
2988	review	1	5	106	a
2987	review	1	13	106	a
2986	review	1	14	106	a
2985	review	1	5	106	a
2984	review	1	3	106	a
2983	review	1	3	106	a
2982	review	1	6	106	a
2981	review	1	4	106	a
2980	review	1	4	106	a
2979	review	1	3	106	a
2978	review	1	4	106	a
2977	review	1	9	106	a
2976	review	1	3	106	a
2975	review	1	3	106	a
2974	review	1	3	106	a
2973	review	1	3	106	a
2972	review	1	6	106	a
2971	review	1	5	106	a
2970	review	1	5	106	a
2969	review	1	3	106	a
2968	review	1	4	106	a
2967	review	1	4	106	a
2966	review	1	7	106	a
2965	review	1	5	106	a
2964	review	1	7	106	a
2963	review	1	3	106	a
2962	review	1	6	106	a
2961	review	1	5	106	a
2960	review	1	4	106	a
2959	review	1	3	106	a
2958	review	1	12	106	a
2957	review	0	17	106	a
2956	review	0	2	106	a
2955	review	1	6	106	a
2954	review	1	14	106	a
2803	review	1	4	106	a
2802	review	1	4	106	a
2801	review	1	4	106	a
2800	review	1	3	106	a
2799	review	1	10	106	a
2798	review	0	17	106	a
2797	review	1	4	106	a
2796	review	1	4	106	a
2795	review	1	4	106	a
2794	review	1	7	106	a
2793	review	1	9	106	a
2792	review	1	8	106	a
2791	review	1	10	106	a
2790	review	1	9	106	a
2789	review	1	2	106	a
2788	review	1	3	106	a
2787	review	1	3	106	a
2786	review	1	4	106	a
2785	review	1	4	106	a
2784	review	1	7	106	a
2783	review	1	3	106	a
2782	review	1	7	106	a
2781	review	1	5	106	a
2780	review	1	5	106	a
2779	review	1	3	106	a
2778	review	1	4	106	a
2777	review	0	18	106	a
2776	review	0	19	106	a
2775	review	1	9	106	a
2774	review	1	3	106	a
2773	review	1	5	106	a
2772	review	1	4	106	a
2771	review	1	57	106	a
2770	review	1	9	106	a
2769	review	1	6	106	a
2768	review	1	3	106	a
2767	review	1	27	106	a
2766	review	1	8	106	a
2765	review	1	5	106	a
2764	review	1	3	106	a
2763	review	1	4	106	a
2762	review	1	10	106	a
2761	review	1	4	106	a
2760	review	1	2	106	a
2759	review	1	3	106	a
2758	review	1	2	106	a
2757	review	1	4	106	a
2756	review	1	5	106	a
2755	review	1	6	106	a
2754	review	1	3	106	a
2753	review	1	7	106	a
2752	review	1	4	106	a
2751	review	0	13	106	a
2284	review	1	5	106	a
2283	review	1	8	106	a
2282	review	1	10	106	a
2281	review	1	5	106	a
2280	review	1	3	106	a
2279	review	0	10	106	a
2278	review	1	3	106	a
2277	review	1	88	106	a
2276	review	1	26	106	a
2275	review	1	5	106	a
2274	review	1	11	106	a
2272	review	1	8	106	a
2271	review	0	16	106	a
2270	review	1	6	106	a
2269	review	1	4	106	a
2268	review	1	3	106	a
2267	review	1	3	106	a
2266	review	1	5	106	a
2265	review	1	5	106	a
2264	review	1	3	106	a
2263	review	1	2	106	a
2262	review	1	2	106	a
2261	review	1	9	106	a
2260	review	1	4	106	a
2259	review	1	6	106	a
2258	review	1	4	106	a
2257	review	1	14	106	a
2255	review	1	5	106	a
2253	review	1	6	106	a
2251	review	1	12	106	a
2957	improve	1	8	107	a
2956	improve	1	4	107	a
2798	improve	1	71	107	a
2777	improve	1	18	107	a
2776	improve	1	16	107	a
2751	improve	1	5	107	a
2279	improve	1	4	107	a
2271	improve	1	2	107	a
2850	review	1	5	107	a
2849	review	0	22	107	a
2848	review	1	10	107	a
2847	review	1	4	107	a
2846	review	1	3	107	a
2845	review	1	3	107	a
2844	review	1	3	107	a
2843	review	1	6	107	a
2842	review	1	4	107	a
2841	review	1	4	107	a
2840	review	1	8	107	a
2839	review	1	3	107	a
2838	review	1	6	107	a
2837	review	1	4	107	a
2836	review	1	4	107	a
2835	review	1	8	107	a
2834	review	1	13	107	a
2833	review	1	5	107	a
2832	review	1	3	107	a
2831	review	1	5	107	a
2830	review	1	14	107	a
2829	review	1	57	107	a
2828	review	0	20	107	a
2827	review	0	22	107	a
2826	review	1	4	107	a
2825	review	0	9	107	a
2824	review	1	4	107	a
2823	review	1	5	107	a
2822	review	1	6	107	a
2821	review	1	4	107	a
2820	review	1	4	107	a
2819	review	1	4	107	a
2818	review	1	2	107	a
2817	review	1	4	107	a
2816	review	1	7	107	a
2815	review	1	10	107	a
2814	review	1	6	107	a
2813	review	1	6	107	a
2812	review	1	2	107	a
2811	review	0	23	107	a
2810	review	1	4	107	a
2809	review	0	8	107	a
2808	review	1	7	107	a
2807	review	1	7	107	a
2806	review	1	4	107	a
2805	review	1	11	107	a
2804	review	1	3	107	a
2407	review	1	4	107	a
2406	review	0	10	107	a
2405	review	1	2	107	a
2404	review	1	3	107	a
2403	review	1	4	107	a
2402	review	1	30	107	a
2401	review	1	6	107	a
2400	review	1	6	107	a
2399	review	1	4	107	a
2398	review	1	4	107	a
2397	review	1	4	107	a
2396	review	1	2	107	a
2395	review	1	2	107	a
2394	review	1	4	107	a
2393	review	1	4	107	a
2392	review	1	25	107	a
2391	review	1	4	107	a
2390	review	1	4	107	a
2389	review	0	8	107	a
2388	review	1	5	107	a
2387	review	1	9	107	a
2386	review	1	4	107	a
2385	review	1	37	107	a
2384	review	1	8	107	a
2383	review	1	3	107	a
2382	review	1	9	107	a
2381	review	1	6	107	a
2380	review	1	4	107	a
2379	review	1	3	107	a
2378	review	1	22	107	a
2377	review	1	3	107	a
2376	review	1	2	107	a
2375	review	1	3	107	a
2374	review	1	67	107	a
2373	review	1	4	107	a
2372	review	1	3	107	a
2371	review	1	13	107	a
2370	review	1	3	107	a
2369	review	1	3	107	a
2368	review	1	3	107	a
2367	review	1	3	107	a
2366	review	1	5	107	a
2365	review	1	5	107	a
2364	review	1	3	107	a
2363	review	1	4	107	a
2362	review	1	5	107	a
2361	review	1	3	107	a
2360	review	1	3	107	a
2359	review	1	3	107	a
2358	review	1	2	107	a
2357	review	1	4	107	a
2356	review	1	2	107	a
2355	review	1	2	107	a
2354	review	1	32	107	a
2353	review	1	7	107	a
2352	review	1	8	107	a
2351	review	1	2	107	a
2350	review	1	2	107	a
2349	review	0	7	107	a
2348	review	1	6	107	a
2347	review	1	31	107	a
2346	review	1	6	107	a
2345	review	0	52	107	a
2344	review	0	20	107	a
2343	review	1	3	107	a
2342	review	1	3	107	a
2341	review	1	4	107	a
2340	review	1	8	107	a
2339	review	1	6	107	a
2338	review	1	4	107	a
2337	review	1	13	107	a
2336	review	1	28	107	a
2335	review	1	3	107	a
2334	review	1	2	107	a
2333	review	1	2	107	a
2332	review	1	5	107	a
2329	review	0	10	107	a
2327	review	1	4	107	a
2326	review	1	21	107	a
2325	review	1	10	107	a
2324	review	1	3	107	a
2323	review	1	2	107	a
2322	review	1	2	107	a
2321	review	1	11	107	a
2320	review	1	7	107	a
2319	review	1	2	107	a
2318	review	1	3	107	a
2317	review	1	4	107	a
2316	review	1	3	107	a
2315	review	1	6	107	a
2314	review	1	4	107	a
2313	review	1	2	107	a
2312	review	1	2	107	a
2310	review	1	4	107	a
2309	review	1	13	107	a
2308	review	1	6	107	a
2307	review	1	2	107	a
2306	review	1	3	107	a
2305	review	1	3	107	a
2304	review	1	4	107	a
2303	review	1	4	107	a
2302	review	1	2	107	a
2301	review	1	1	107	a
2300	review	1	56	107	a
2299	review	1	3	107	a
2298	review	1	2	107	a
2297	review	1	2	107	a
2296	review	1	2	107	a
2294	review	1	2	107	a
2292	review	1	6	107	a
2291	review	0	9	107	a
2289	review	0	10	107	a
2287	review	1	3	107	a
2286	review	1	3	107	a
2285	review	1	4	107	a
1522	review	1	3	107	a
1521	review	1	2	107	a
1520	review	1	2	107	a
1519	review	0	15	107	a
1518	review	1	3	107	a
1517	review	1	2	107	a
1516	review	1	17	107	a
1515	review	0	21	107	a
1514	review	1	4	107	a
1513	review	1	4	107	a
1512	review	1	11	107	a
1511	review	1	8	107	a
1510	review	1	8	107	a
1509	review	1	20	107	a
1508	review	1	7	107	a
1507	review	1	3	107	a
1506	review	1	4	107	a
1505	review	1	7	107	a
1504	review	1	4	107	a
1503	review	1	4	107	a
1502	review	1	4	107	a
1501	review	1	3	107	a
1500	review	1	4	107	a
289	review	1	2	107	a
3318	verbs	1	3	107	a
3434	verbs	1	2	107	p
3320	verbs	1	3	107	p
3433	verbs	1	5	107	p
3194	verbs	1	3	107	p
3385	verbs	1	2	107	p
3263	verbs	1	3	107	p
3223	verbs	1	8	107	p
3425	verbs	1	6	107	p
3195	verbs	1	5	107	p
3542	listen	1	12	107	p
3782	listen	1	7	107	p
3465	listen	1	4	107	p
3779	listen	1	29	107	p
3641	listen	1	3	107	p
3466	listen	1	7	107	p
3820	listen	1	9	107	p
3453	listen	1	7	107	p
3548	listen	1	4	107	p
3836	listen	1	10	107	p
4600	compose	1	3	107	a
3857	compose	1	5	107	a
3124	compose	1	6	107	a
3038	compose	1	2	107	a
4154	compose	1	8	107	a
3959	compose	0	12	107	a
4617	compose	0	30	107	a
3074	compose	1	4	107	a
4648	compose	0	6	107	a
3856	compose	1	19	107	a
4071	errors	1	4	107	a
3998	errors	1	2	107	a
4004	errors	1	3	107	a
4025	errors	1	2	107	a
4058	errors	1	3	107	a
4103	errors	1	11	107	a
4026	errors	1	4	107	a
4106	errors	1	3	107	a
4022	errors	1	2	107	a
4048	errors	1	2	107	a
2849	improve	1	15	108	a
2828	improve	1	54	108	a
2827	improve	1	13	108	a
2825	improve	1	5	108	a
2811	improve	1	20	108	a
2809	improve	1	28	108	a
2406	improve	0	20	108	a
2389	improve	1	14	108	a
2349	improve	1	12	108	a
2345	improve	1	8	108	a
2344	improve	1	4	108	a
2329	improve	1	34	108	a
2291	improve	1	7	108	a
2289	improve	1	8	108	a
1519	improve	0	94	108	a
1515	improve	1	17	108	a
3959	improve	1	11	108	a
4617	improve	0	23	108	a
4648	improve	1	24	108	a
2901	review	1	40	108	a
2900	review	1	6	108	a
2899	review	1	6	108	a
2898	review	1	7	108	a
2897	review	1	5	108	a
2896	review	1	6	108	a
2895	review	0	8	108	a
2894	review	1	17	108	a
2893	review	1	6	108	a
2892	review	1	4	108	a
2891	review	1	4	108	a
2890	review	1	4	108	a
2889	review	1	5	108	a
2888	review	1	4	108	a
2887	review	1	9	108	a
2886	review	1	21	108	a
2885	review	1	7	108	a
2884	review	1	6	108	a
2883	review	1	4	108	a
2882	review	1	7	108	a
2881	review	1	8	108	a
2880	review	1	7	108	a
2879	review	1	7	108	a
2878	review	1	7	108	a
2877	review	1	9	108	a
2876	review	1	3	108	a
2875	review	1	3	108	a
2874	review	1	37	108	a
2873	review	1	3	108	a
2872	review	1	5	108	a
2871	review	1	6	108	a
2870	review	1	40	108	a
2869	review	1	4	108	a
2868	review	1	5	108	a
2867	review	1	3	108	a
2866	review	1	4	108	a
2865	review	1	6	108	a
2864	review	1	17	108	a
2863	review	1	4	108	a
2862	review	1	4	108	a
2861	review	1	5	108	a
2860	review	1	5	108	a
2859	review	1	3	108	a
2858	review	1	6	108	a
2857	review	1	4	108	a
2856	review	1	4	108	a
2855	review	1	7	108	a
2854	review	1	2	108	a
2853	review	1	3	108	a
2852	review	1	6	108	a
2851	review	1	9	108	a
2498	review	1	4	108	a
2497	review	1	5	108	a
2496	review	1	7	108	a
2495	review	1	2	108	a
2494	review	1	3	108	a
2493	review	1	2	108	a
2492	review	1	2	108	a
2491	review	1	4	108	a
2490	review	1	4	108	a
2489	review	0	9	108	a
2488	review	1	6	108	a
2487	review	1	15	108	a
2486	review	1	4	108	a
2485	review	1	3	108	a
2484	review	1	4	108	a
2483	review	1	3	108	a
2482	review	1	5	108	a
2481	review	1	6	108	a
2480	review	1	4	108	a
2479	review	1	3	108	a
2478	review	1	12	108	a
2477	review	0	30	108	a
2476	review	0	13	108	a
2475	review	1	3	108	a
2474	review	1	4	108	a
2473	review	1	6	108	a
2472	review	1	3	108	a
2471	review	1	6	108	a
2470	review	1	5	108	a
2469	review	1	5	108	a
2468	review	1	30	108	a
2467	review	1	9	108	a
2466	review	1	4	108	a
2465	review	1	5	108	a
2464	review	1	6	108	a
2463	review	1	5	108	a
2462	review	1	4	108	a
2461	review	1	6	108	a
2460	review	1	5	108	a
2459	review	1	4	108	a
2458	review	0	20	108	a
2457	review	1	6	108	a
2456	review	0	11	108	a
2455	review	1	4	108	a
2454	review	1	19	108	a
2453	review	1	9	108	a
2452	review	1	5	108	a
2451	review	1	5	108	a
2450	review	1	4	108	a
2449	review	1	5	108	a
2448	review	1	4	108	a
2447	review	1	7	108	a
2446	review	0	12	108	a
2444	review	0.5	7	108	a
2443	review	1	11	108	a
2442	review	1	5	108	a
2441	review	1	5	108	a
2440	review	1	5	108	a
2439	review	1	11	108	a
2438	review	1	5	108	a
2437	review	1	4	108	a
2436	review	0	23	108	a
2435	review	0	10	108	a
2434	review	1	7	108	a
2432	review	1	6	108	a
2431	review	1	6	108	a
2430	review	1	9	108	a
2429	review	1	9	108	a
2428	review	1	4	108	a
2427	review	1	5	108	a
2426	review	1	7	108	a
2425	review	1	6	108	a
